Rank	Time	Wind	Name	Country	Birthdate	City	Date
2145	10.07	+1.5	Dwain Chambers	GBR	05.04.78	Gateshead	11.06.2006
2145	10.07	-1.2	Tyson Gay	USA	09.08.82	Indianapolis	23.06.2006
2145	10.07	+2.0	Churandy Martina	AHO	03.07.84	Cartagena	25.07.2006
2145	10.07	-0.5	Leonard Scott	USA	19.01.80	Berlin	03.09.2006
2145	10.07	-0.4	Trindon Holliday	USA	27.04.86	Columbia	26.05.2007
2145	10.07	+1.9	Leroy Dixon	USA	20.06.83	Indianapolis	21.06.2007
2145	10.07	-0.5	Trindon Holliday	USA	27.04.86	Indianapolis	22.06.2007
2145	10.07	+0.7	Leroy Dixon	USA	20.06.83	R&eacute;thymno	18.07.2007
2145	10.07	-1.0	Jaysuma Saidy Ndure	NOR	01.01.84	Stockholm	07.08.2007
2145	10.07	-0.5	Adekotunbo Olusoji Fasuba	NGR	09.07.84	Osaka	26.08.2007
2145	10.07	+1.7	Jaysuma Saidy Ndure	NOR	01.01.84	Rieti	09.09.2007
2145	10.07	0.0	Michael Frater	JAM	06.10.82	Shanghai	28.09.2007
2145	10.07	+1.7	Derrick Atkins	BAH	05.01.84	Berkeley	26.04.2008
2145	10.07	+0.6	Mike Rodgers	USA	24.04.85	Port of Spain	17.05.2008
2145	10.07	+1.0	Julien Dunkley	JAM	20.12.75	Provo	24.05.2008
2145	10.07	+1.9	Trindon Holliday	USA	27.04.86	Fayetteville	31.05.2008
2145	10.07	+1.7	Darvis Patton	USA	04.12.77	New York City	31.05.2008
2145	10.07	-0.5	Darrel Brown	TTO	11.10.84	Eugene	08.06.2008
2145	10.07	+1.3	Derrick Atkins	BAH	05.01.84	Ostrava	12.06.2008
2145	10.07	+1.7	Ivory Williams	USA	02.05.85	Eugene	28.06.2008
2145	10.07	+1.6	Mike Rodgers	USA	24.04.85	Eugene	28.06.2008
2145	10.07	+1.6	Wallace Spearmon	USA	24.12.84	Eugene	28.06.2008
2145	10.07	+0.4	Kim Collins	SKN	05.04.76	Roma	11.07.2008
2145	10.07	+0.4	Michael Frater	JAM	06.10.82	Roma	11.07.2008
2145	10.07	+0.5	Jaysuma Saidy Ndure	NOR	01.01.84	Roma	11.07.2008
2145	10.07	0.0	Travis Padgett	USA	13.12.86	Monaco	29.07.2008
2145	10.07	-0.2	Kim Collins	SKN	05.04.76	Beijing	15.08.2008
2145	10.07	+0.3	Travis Padgett	USA	13.12.86	Lausanne	02.09.2008
2145	10.07	-1.3	Nesta Carter	JAM	10.11.85	Bruxelles	05.09.2008
2145	10.07	+0.4	Nesta Carter	JAM	10.11.85	Stuttgart	13.09.2008
2145	10.07	+0.1	Yohan Blake	JAM	26.12.89	Kingston	02.05.2009
2145	10.07	+0.1	Richard Thompson	TTO	07.06.85	Kingston	02.05.2009
2145	10.07	+1.3	Ryan Bailey	USA	13.04.89	Hutchinson	23.05.2009
2145	10.07	+1.7	Asafa Powell	JAM	23.11.82	Eugene	07.06.2009
2145	10.07	+1.7	Walter Dix	USA	31.01.86	Eugene	07.06.2009
2145	10.07	+0.2	Dwain Chambers	GBR	05.04.78	Leiria	20.06.2009
2145	10.07	+1.1	Steve Mullings	JAM	29.11.82	Kingston	27.06.2009
2145	10.07	+1.9	Masashi Eriguchi	JPN	17.12.88	Hiroshima	28.06.2009
2145	10.07	-0.3	Asafa Powell	JAM	23.11.82	Oslo	03.07.2009
2145	10.07	-0.3	Daniel Bailey	ANT	09.09.86	Oslo	03.07.2009
2145	10.07	-1.8	Asafa Powell	JAM	23.11.82	Lausanne	07.07.2009
2145	10.07	-0.2	Ivory Williams	USA	02.05.85	Saint-Denis	17.07.2009
2145	10.07	+1.1	Leroy Dixon	USA	20.06.83	Lapinlahti	25.07.2009
2145	10.07	+0.1	Churandy Martina	AHO	03.07.84	Monaco	28.07.2009
2145	10.07	+0.4	Steve Mullings	JAM	29.11.82	Z&uuml;rich	28.08.2009
2145	10.07	-1.5	Steve Mullings	JAM	29.11.82	Rovereto	01.09.2009
2145	10.07	+1.4	Daniel Bailey	ANT	09.09.86	Mayag&uuml;ez	25.07.2010
2145	10.07	+0.7	Churandy Martina	AHO	03.07.84	Mayag&uuml;ez	25.07.2010
2145	10.07	-0.4	Yohan Blake	JAM	26.12.89	London	13.08.2010
2145	10.07	+1.0	Jaysuma Saidy Ndure	NOR	01.01.84	Rieti	29.08.2010
2145	10.07	-0.3	Nesta Carter	JAM	10.11.85	Zagreb	01.09.2010
2145	10.07	+0.7	Mike Rodgers	USA	24.04.85	Walnut	16.04.2011
2145	10.07	+1.0	Dwain Chambers	GBR	05.04.78	Stockholm	18.06.2011
2145	10.07	+1.3	Travis Padgett	USA	13.12.86	Eugene	23.06.2011
2145	10.07	+0.6	Darvis Patton	USA	04.12.77	Lignano Sabbiadoro	19.07.2011
2145	10.07	+0.2	Femi Ogunode	QAT	31.01.91	Rio de Janeiro	21.07.2011
2145	10.07	+0.3	Jimmy Vicaut	FRA	27.02.92	Tallinn	22.07.2011
2145	10.07	+1.0	Jaysuma Saidy Ndure	NOR	01.01.84	Monaco	22.07.2011
2145	10.07	+2.0	Jimmy Vicaut	FRA	27.02.92	Albi	29.07.2011
2145	10.07	+1.0	Aaron Armstrong	TTO	14.10.77	Port of Spain	13.08.2011
2145	10.07	+0.8	Kim Collins	SKN	05.04.76	Dubnica nad V&aacute;hom	15.09.2011
2145	10.07	+0.8	Kemar Hyman	CAY	11.10.89	Charlottesville	21.04.2012
2145	10.07	+0.4	Calesio Newman	USA	20.08.86	Port of Spain	19.05.2012
2145	10.07	+1.5	Emmanuel Callender	TTO	10.05.84	Rio de Janeiro	20.05.2012
2145	10.07	+1.3	Mike Rodgers	USA	24.04.85	Eugene	02.06.2012
2145	10.07	+1.0	Lerone Clarke	JAM	02.10.81	Kingston	29.06.2012
2145	10.07	+1.1	Lerone Clarke	JAM	02.10.81	Kingston	29.06.2012
2145	10.07	+1.3	Ryota Yamagata	JPN	10.06.92	London	04.08.2012
2145	10.07	+1.4	Christophe Lemaitre	FRA	11.06.90	Z&uuml;rich	30.08.2012
2145	10.07	+0.1	Kim Collins	SKN	05.04.76	Berlin	02.09.2012
2145	10.07	+0.2	Darvis Patton	USA	04.12.77	Kingston	04.05.2013
2145	10.07	+1.1	Aaron Brown	CAN	27.05.92	Los Angeles	11.05.2013
2145	10.07	+1.6	Beejay Lee	USA	05.03.93	Los Angeles	12.05.2013
2145	10.07	+0.8	Kim Collins	SKN	05.04.76	Roma	06.06.2013
2145	10.07	+0.5	Jacques Harvey	JAM	05.04.89	Kingston	20.06.2013
2145	10.07	+0.5	Jason Livermore	JAM	25.04.88	Kingston	20.06.2013
2145	10.07	+0.6	Christophe Lemaitre	FRA	11.06.90	Gateshead	21.06.2013
2145	10.07	+0.8	Mike Rodgers	USA	24.04.85	Birmingham	30.06.2013
2145	10.07	+1.7	Andrew Fisher	JAM	15.12.91	Morelia	05.07.2013
2145	10.07	+0.2	Kemar Bailey-Cole	JAM	10.01.92	Budapest	10.07.2013
2145	10.07	+1.8	Rakieem Salaam	USA	05.04.90	Madrid	13.07.2013
2145	10.07	0.0	Jaysuma Saidy Ndure	NOR	01.01.84	Luzern	17.07.2013
2145	10.07	-0.4	Mike Rodgers	USA	24.04.85	Monaco	19.07.2013
2145	10.07	+1.0	Martin Keller	GER	26.09.86	Weinheim	02.08.2013
2145	10.07	-0.4	Usain Bolt	JAM	21.08.86	Moskva	10.08.2013
2145	10.07	-0.3	Walter Dix	USA	31.01.86	Z&uuml;rich	29.08.2013
2145	10.07	+0.6	Kim Collins	SKN	05.04.76	Bruxelles	06.09.2013
2145	10.07	+1.1	Simon Magakwe	RSA	25.05.85	Pretoria	12.04.2014
2145	10.07	+1.6	Gabriel Mvumvure	ZIM	23.02.88	Baton Rouge	19.04.2014
2145	10.07	+1.5	Lucas Jakubczyk	GER	28.04.85	Clermont	10.05.2014
2145	10.07	+0.4	Adam Gemili	GBR	06.10.93	Roma	05.06.2014
2145	10.07	+1.8	Aaron Brown	CAN	27.05.92	Eugene	13.06.2014
2145	10.07	+1.7	Charles Silmon	USA	04.07.91	Sacramento	27.06.2014
2145	10.07	+1.2	Trayvon Bromell	USA	10.07.95	Eugene	05.07.2014
2145	10.07	+0.3	Kim Collins	SKN	05.04.76	Glasgow	11.07.2014
2145	10.07	+0.7	Adam Gemili	GBR	06.10.93	Glasgow	28.07.2014
2145	10.07	+0.4	Mark Jelks	NGR	10.04.84	Marrakesh	11.08.2014
2145	10.07	-0.3	Asafa Powell	JAM	23.11.82	Z&uuml;rich	28.08.2014
2145	10.07	-0.4	Justin Gatlin	USA	10.02.82	Rovereto	02.09.2014
2145	10.07	-0.7	Kemar Bailey-Cole	JAM	10.01.92	Zagreb	02.09.2014
2145	10.07	-0.7	Asafa Powell	JAM	23.11.82	Zagreb	02.09.2014
2145	10.07	+0.7	Nesta Carter	JAM	10.11.85	Rieti	07.09.2014
2145	10.07	+0.9	Nesta Carter	JAM	10.11.85	Ad-Dawhah	15.05.2015
2145	10.07	+1.9	Senoj-Jay Givans	JAM	30.12.93	Ames	16.05.2015
2145	10.07	+1.9	John Teeters	USA	19.05.93	Ames	16.05.2015
2145	10.07	-0.3	Julian Forte	JAM	01.07.93	Roma	04.06.2015
2145	10.07	+0.9	Kim Collins	SKN	05.04.76	Roma	04.06.2015
2145	10.07	+0.9	Tevin Hester	USA	10.01.94	Eugene	10.06.2015
2145	10.07	+1.4	Kendal Williams	USA	23.09.95	Eugene	10.06.2015
2145	10.07	+1.3	Kendal Williams	USA	23.09.95	Eugene	25.06.2015
2145	10.07	0.0	Remontay McClain	USA	21.09.92	Eugene	26.06.2015
2145	10.07	+0.6	Andre De Grasse	CAN	10.11.94	Edmonton	03.07.2015
2145	10.07	+0.7	Christophe Lemaitre	FRA	11.06.90	Villeneuve d'Ascq	11.07.2015
2145	10.07	+1.4	Kemar Hyman	CAY	11.10.89	Madrid	11.07.2015
2145	10.07	+1.1	Ramon Gittens	BAR	20.07.87	Toronto	22.07.2015
2145	10.07	-0.8	Trell Kimmons	USA	13.07.85	London	24.07.2015
2145	10.07	+1.9	Sheldon Mitchell	JAM	19.07.90	San Jos&eacute;	07.08.2015
2145	10.07	-1.1	Femi Ogunode	QAT	31.01.91	Padova	06.09.2015
2145	10.07	+1.6	Warren Weir	JAM	31.10.89	Kingston	16.04.2016
2145	10.07	+1.9	Christopher Belcher	USA	29.01.94	Greensboro	07.05.2016
2145	10.07	+1.0	Andrew Fisher	JAM	15.12.91	Kingston	07.05.2016
2145	10.07	0.0	Femi Ogunode	QAT	31.01.91	Shanghai	14.05.2016
2145	10.07	+1.8	Julian Reus	GER	29.04.88	Regensburg	05.06.2016
2145	10.07	+1.6	Kenzo Cotton	USA	13.05.96	Eugene	08.06.2016
2145	10.07	+0.6	Andre De Grasse	CAN	10.11.94	Oslo	09.06.2016
2145	10.07	+2.0	Keston Bledman	TTO	08.03.88	Montverde	11.06.2016
2145	10.07	0.0	Nickel Ashmeade	JAM	07.04.90	Kingston	30.06.2016
2145	10.07	-0.9	Jevaughn Minzie	JAM	20.07.95	Kingston	01.07.2016
2145	10.07	+0.4	Jason Livermore	JAM	25.04.88	Kingston	01.07.2016
2145	10.07	+1.8	Kendal Williams	USA	23.09.95	Eugene	02.07.2016
2145	10.07	+1.6	Jarrion Lawson	USA	06.05.94	Eugene	03.07.2016
2145	10.07	0.0	Churandy Martina	NED	03.07.84	Amsterdam	07.07.2016
2145	10.07	0.0	Jak Ali Harvey	TUR	05.04.89	Amsterdam	07.07.2016
2145	10.07	+1.5	Ramil Guliyev	TUR	29.05.90	Amsterdam	07.07.2016
2145	10.07	-0.1	Aaron Brown	CAN	27.05.92	Edmonton	09.07.2016
2145	10.07	+0.4	Isiah Young	USA	05.01.90	London	22.07.2016
2145	10.07	-0.4	Usain Bolt	JAM	21.08.86	Rio de Janeiro	13.08.2016
2145	10.07	0.0	Christophe Lemaitre	FRA	11.06.90	Rio de Janeiro	14.08.2016
2145	10.07	+0.4	Kim Collins	SKN	05.04.76	Berlin	03.09.2016
2145	10.07	+0.9	Nethaneel Mitchell-Blake	GBR	02.04.94	Columbia	12.05.2017
2145	10.07	-0.4	Marqueze Washington	USA	29.09.93	Phoenix	10.06.2017
2145	10.07	+1.7	Isiah Young	USA	05.01.90	Montverde	10.06.2017
2145	10.07	+0.5	Odean Skeen	JAM	28.08.94	Kingston	23.06.2017
2145	10.07	+0.9	Michael Campbell	JAM	29.11.96	Kingston	23.06.2017
2145	10.07	+0.8	Kim Kuk-Young	KOR	19.04.91	Jeongseon	27.06.2017
2145	10.07	+0.3	Isiah Young	USA	05.01.90	London	09.07.2017
2145	10.07	+0.3	Usain Bolt	JAM	21.08.86	London	04.08.2017
2145	10.07	-0.2	Chijindu Ujah	GBR	05.03.94	London	04.08.2017
2145	10.07	+0.9	Julian Forte	JAM	01.07.93	Rovereto	29.08.2017
2145	10.07	+1.8	Shuhei Tada	JPN	24.06.96	Fukui	09.09.2017
2422	10.08	+1.6	Jim Hines	USA	10.09.46	Ciudad de M&eacute;xico	14.10.1968
2422	10.08	-1.2	Steve Williams	USA	13.11.53	Z&uuml;rich	20.08.1975
2422	10.08	+0.2	Silvio Leonard	CUB	20.09.55	Sofia	20.08.1977
2422	10.08	+0.3	Silvio Leonard	CUB	20.09.55	Warszawa	19.06.1978
2422	10.08	+0.9	James Sanford	USA	27.12.57	Westwood	01.08.1981
2422	10.08	+1.2	Carl Lewis	USA	01.07.61	Berlin	20.08.1982
2422	10.08	+0.1	Darrell Green	USA	15.02.60	San Angelo	13.04.1983
2422	10.08	+1.6	Terry Scott	USA	23.06.64	Austin	30.05.1985
2422	10.08	+0.1	Lorenzo Daniel	USA	23.03.66	Knoxville	17.05.1986
2422	10.08	+1.3	Carl Lewis	USA	01.07.61	Eugene	07.06.1986
2422	10.08	+1.1	Chidi Imoh	NGR	27.08.63	Roma	10.09.1986
2422	10.08	+1.8	Lee McRae	USA	23.01.66	San Jos&eacute;	27.06.1987
2422	10.08	+1.0	Raymond Stewart	JAM	18.03.65	Roma	30.08.1987
2422	10.08	-0.1	Andre Cason	USA	20.01.69	Tallahassee	24.06.1988
2422	10.08	+0.9	Raymond Stewart	JAM	18.03.65	Linz	15.08.1988
2422	10.08	+1.1	Dennis Mitchell	USA	20.02.66	Z&uuml;rich	17.08.1988
2422	10.08	+1.7	Leroy Burrell	USA	21.02.67	Berlin	18.08.1989
2422	10.08	+1.3	Mark Witherspoon	USA	03.09.63	Modesto	05.05.1990
2422	10.08	+1.1	Carl Lewis	USA	01.07.61	Seattle	23.07.1990
2422	10.08	+1.2	Michael Marsh	USA	04.08.67	Sestriere	08.08.1990
2422	10.08	+0.7	Robson Caetano da Silva	BRA	04.09.64	S&atilde;o Paulo	15.06.1991
2422	10.08	+0.5	Andre Cason	USA	20.01.69	Bruxelles	13.09.1991
2422	10.08	-1.2	Andre Cason	USA	20.01.69	Westwood	09.05.1992
2422	10.08	0.0	Leroy Burrell	USA	21.02.67	Barcelona	31.07.1992
2422	10.08	+1.3	Vitaliy Savin	KAZ	23.01.66	Linz	13.08.1992
2422	10.08	+1.2	Bryan Bridgewater	USA	07.09.70	Abilene	29.05.1993
2422	10.08	+1.5	Mark McKoy	CAN	10.12.61	Villeneuve d'Ascq	02.07.1993
2422	10.08	+0.4	Linford Christie	GBR	02.04.60	Gateshead	30.07.1993
2422	10.08	-0.1	Dennis Mitchell	USA	20.02.66	Stuttgart	14.08.1993
2422	10.08	+1.9	Obadele Thompson	BAR	30.03.76	El Paso	16.04.1994
2422	10.08	+1.4	Daniel Effiong	NGR	17.06.72	Bratislava	01.06.1994
2422	10.08	+0.9	Leroy Burrell	USA	21.02.67	Hengelo	04.06.1994
2422	10.08	-0.9	Dennis Mitchell	USA	20.02.66	Knoxville	15.06.1994
2422	10.08	+0.2	Bruny Surin	CAN	12.07.67	Linz	04.07.1994
2422	10.08	+0.5	Bruny Surin	CAN	12.07.67	&Eacute;vry-Bondoufle	11.07.1994
2422	10.08	+0.7	Linford Christie	GBR	02.04.60	Helsinki	07.08.1994
2422	10.08	+0.4	Ato Boldon	TTO	30.12.73	Tucson	20.05.1995
2422	10.08	+0.8	Davidson Ezinwa	NGR	22.11.71	Paris	03.07.1995
2422	10.08	+0.9	Linford Christie	GBR	02.04.60	Oslo	21.07.1995
2422	10.08	+1.8	Michael Marsh	USA	04.08.67	G&ouml;teborg	06.08.1995
2422	10.08	-0.4	Linford Christie	GBR	02.04.60	Bruxelles	25.08.1995
2422	10.08	+1.9	Michael Green	JAM	07.11.70	Knoxville	12.04.1996
2422	10.08	+1.6	Jeff Laynes	USA	03.10.70	Mito	06.05.1996
2422	10.08	-0.2	Dennis Mitchell	USA	20.02.66	Atlanta	14.06.1996
2422	10.08	-0.3	Tim Montgomery	USA	28.01.75	Atlanta	14.06.1996
2422	10.08	+0.3	Maurice Greene	USA	23.07.74	Atlanta	14.06.1996
2422	10.08	+0.6	Jeff Laynes	USA	03.10.70	Atlanta	15.06.1996
2422	10.08	+0.7	Jon Drummond	USA	09.09.68	Paris	28.06.1996
2422	10.08	+1.1	Davidson Ezinwa	NGR	22.11.71	Atlanta	26.07.1996
2422	10.08	+1.3	Jon Drummond	USA	09.09.68	Atlanta	26.07.1996
2422	10.08	-0.5	Michael Marsh	USA	04.08.67	Atlanta	27.07.1996
2422	10.08	+0.6	Geir Moen	NOR	26.06.69	Kristiansand	16.08.1996
2422	10.08	-0.4	Dennis Mitchell	USA	20.02.66	Berlin	30.08.1996
2422	10.08	+1.2	Dennis Mitchell	USA	20.02.66	Tokyo	16.09.1996
2422	10.08	+1.1	Percival Spencer	JAM	24.02.75	San Diego	23.05.1997
2422	10.08	-0.2	Maurice Greene	USA	23.07.74	Indianapolis	12.06.1997
2422	10.08	+0.8	Tony McCall	USA	16.06.74	Indianapolis	12.06.1997
2422	10.08	+0.5	Davidson Ezinwa	NGR	22.11.71	N&uuml;rnberg	13.06.1997
2422	10.08	+0.8	Leroy Burrell	USA	21.02.67	Lausanne	02.07.1997
2422	10.08	+0.8	Nobuharu Asahara	JPN	21.06.72	Lausanne	02.07.1997
2422	10.08	+1.0	Ato Boldon	TTO	30.12.73	Lausanne	02.07.1997
2422	10.08	+0.5	Tim Montgomery	USA	28.01.75	Ath&iacute;nai	03.08.1997
2422	10.08	+1.6	Frank Fredericks	NAM	02.10.67	Cape Town	20.03.1998
2422	10.08	+0.7	Carlo Boccarini	ITA	02.06.76	Rieti	09.05.1998
2422	10.08	+0.5	Jonathan Carter	USA	05.05.72	New Orleans	19.06.1998
2422	10.08	+0.5	Francis Obikwelu	NGR	22.11.78	Lisboa	20.06.1998
2422	10.08	+0.2	Bruny Surin	CAN	12.07.67	Bellinzona	01.07.1998
2422	10.08	+1.0	Maurice Greene	USA	23.07.74	Oslo	09.07.1998
2422	10.08	+0.8	Percival Spencer	JAM	24.02.75	Leverkusen	09.08.1998
2422	10.08	-0.6	Francis Obikwelu	NGR	22.11.78	Z&uuml;rich	12.08.1998
2422	10.08	+1.4	Vincent Henderson	USA	20.10.72	Lausanne	25.08.1998
2422	10.08	-0.3	Ato Boldon	TTO	30.12.73	Bruxelles	28.08.1998
2422	10.08	-0.5	Obadele Thompson	BAR	30.03.76	Kuala Lumpur	17.09.1998
2422	10.08	-0.1	Darren Campbell	GBR	12.09.73	Kuala Lumpur	17.09.1998
2422	10.08	+1.5	Koji Ito	JPN	29.01.70	Kumamoto	04.10.1998
2422	10.08	-0.1	Matthew Quinn	RSA	17.04.76	Germiston	06.04.1999
2422	10.08	+1.6	Brian Lewis	USA	05.12.74	Nassau	26.05.1999
2422	10.08	+1.6	Leonard Myles-Mills	GHA	09.05.73	Boise	04.06.1999
2422	10.08	+1.6	Terrence Trammell	USA	23.11.78	Boise	04.06.1999
2422	10.08	+1.0	Roland N&eacute;meth	HUN	19.09.74	Budapest	09.06.1999
2422	10.08	-0.1	Jason Gardener	GBR	18.09.75	Ath&iacute;nai	16.06.1999
2422	10.08	+0.1	Tim Montgomery	USA	28.01.75	Ath&iacute;nai	16.06.1999
2422	10.08	-0.6	Bruny Surin	CAN	12.07.67	Zagreb	05.07.1999
2422	10.08	+0.8	Tim Harden	USA	27.01.74	Roma	07.07.1999
2422	10.08	+0.4	Bernard Williams	USA	19.01.78	Winnipeg	25.07.1999
2422	10.08	+0.2	Obadele Thompson	BAR	30.03.76	K&ouml;ln	08.08.1999
2422	10.08	-0.6	Dwain Chambers	GBR	05.04.78	Sevilla	21.08.1999
2422	10.08	+0.1	Jon Drummond	USA	09.09.68	Bruxelles	03.09.1999
2422	10.08	+0.4	Maurice Greene	USA	23.07.74	Helsinki	15.06.2000
2422	10.08	+0.7	Bruny Surin	CAN	12.07.67	Villeneuve d'Ascq	17.06.2000
2422	10.08	+1.9	Kenny Brokenburr	USA	29.10.68	Eugene	24.06.2000
2422	10.08	-0.8	Greg Saddler	USA	29.06.74	Ath&iacute;nai	28.06.2000
2422	10.08	-0.3	Dwain Chambers	GBR	05.04.78	Sydney	23.09.2000
2422	10.08	+0.7	Bernard Williams	USA	19.01.78	Walnut	22.04.2001
2422	10.08	0.0	Justin Gatlin	USA	10.02.82	Eugene	02.06.2001
2422	10.08	-0.1	Bernard Williams	USA	19.01.78	Milano	06.06.2001
2422	10.08	+0.5	Bernard Williams	USA	19.01.78	Monaco	20.07.2001
2422	10.08	+2.0	Kenny Brokenburr	USA	29.10.68	Lynchburg	09.05.2002
2422	10.08	0.0	Bernard Williams	USA	19.01.78	Ad-Dawhah	15.05.2002
2422	10.08	-0.6	Deji Aliu	NGR	22.11.75	Kalam&aacute;ta	01.06.2002
2422	10.08	-0.1	Kim Collins	SKN	05.04.76	Stockholm	16.07.2002
2422	10.08	+0.2	Kim Collins	SKN	05.04.76	Manchester	27.07.2002
2422	10.08	+0.3	Maurice Greene	USA	23.07.74	Z&uuml;rich	16.08.2002
2422	10.08	+0.3	Mark Lewis-Francis	GBR	04.09.82	Bruxelles	30.08.2002
2422	10.08	+1.3	Sherwin Vries	RSA	22.03.80	Durban	11.04.2003
2422	10.08	+0.5	Darrel Brown	TTO	11.10.84	Eugene	24.05.2003
2422	10.08	+0.8	Deji Aliu	NGR	22.11.75	Villeneuve d'Ascq	15.06.2003
2422	10.08	+0.9	Obadele Thompson	BAR	30.03.76	Walnut	12.07.2003
2422	10.08	+1.8	Marcus Brunson	USA	24.04.78	Malles	12.07.2003
2422	10.08	0.0	Darrel Brown	TTO	11.10.84	Saint-Denis	25.08.2003
2422	10.08	0.0	Darren Campbell	GBR	12.09.73	Saint-Denis	25.08.2003
2422	10.08	+1.9	Uchenna Emedolu	NGR	17.09.76	Monaco	13.09.2003
2422	10.08	-0.2	Shawn Crawford	USA	14.01.78	Sacramento	10.07.2004
2422	10.08	+0.3	Tamunosiki Atorudibo	NGR	21.03.85	Abuja	10.07.2004
2422	10.08	+0.8	Obadele Thompson	BAR	30.03.76	Ath&iacute;nai	21.08.2004
2422	10.08	+1.3	John Capel	USA	27.11.78	Palo Alto	30.05.2005
2422	10.08	-0.4	Maurice Greene	USA	23.07.74	New York City	11.06.2005
2422	10.08	-2.3	Justin Gatlin	USA	10.02.82	Carson	25.06.2005
2422	10.08	+1.0	Mark Jelks	USA	10.04.84	Carson	25.06.2005
2422	10.08	+0.1	Dwight Thomas	JAM	23.09.80	Kingston	25.06.2005
2422	10.08	+1.8	Michael Frater	JAM	06.10.82	Lausanne	05.07.2005
2422	10.08	+1.0	Michael Frater	JAM	06.10.82	London	22.07.2005
2422	10.08	+0.7	J-Mee Samuels	USA	20.05.87	Greensboro	24.07.2005
2422	10.08	+0.5	Leonard Scott	USA	19.01.80	Helsinki	07.08.2005
2422	10.08	-1.0	Jason Gardener	GBR	18.09.75	Helsinki	07.08.2005
2422	10.08	+1.4	Rae Edwards	USA	07.05.81	Malm&ouml;	16.08.2005
2422	10.08	+0.5	Tyson Gay	USA	09.08.82	Rieti	28.08.2005
2422	10.08	+0.6	Ronald Pognon	FRA	16.11.82	Berlin	04.09.2005
2422	10.08	+1.6	Michael Frater	JAM	06.10.82	Oslo	02.06.2006
2422	10.08	+0.1	Marcus Brunson	USA	24.04.78	Saint-Denis	08.07.2006
2422	10.08	+2.0	Derrick Atkins	BAH	05.01.84	Cartagena	25.07.2006
2422	10.08	+1.0	Shawn Crawford	USA	14.01.78	Z&uuml;rich	18.08.2006
2422	10.08	+1.9	Joshua Ross	AUS	09.02.81	Brisbane	10.03.2007
2422	10.08	+0.2	Trindon Holliday	USA	27.04.86	Tuscaloosa	13.05.2007
2422	10.08	+1.5	Walter Dix	USA	31.01.86	Indianapolis	21.06.2007
2422	10.08	+0.3	Asafa Powell	JAM	23.11.82	Osaka	26.08.2007
2422	10.08	-0.5	Churandy Martina	AHO	03.07.84	Osaka	26.08.2007
2422	10.08	+1.8	Darvis Patton	USA	04.12.77	Kingston	03.05.2008
2422	10.08	+1.4	Michael Frater	JAM	06.10.82	Ad-Dawhah	09.05.2008
2422	10.08	+1.9	J-Mee Samuels	USA	20.05.87	Fayetteville	31.05.2008
2422	10.08	+1.9	Evander Wells	USA	07.12.87	Fayetteville	31.05.2008
2422	10.08	+0.8	Nesta Carter	JAM	10.11.85	Berlin	01.06.2008
2422	10.08	-1.1	Francis Obikwelu	POR	22.11.78	Madrid	05.07.2008
2422	10.08	-0.1	Walter Dix	USA	31.01.86	Beijing	15.08.2008
2422	10.08	-1.3	Michael Frater	JAM	06.10.82	Bruxelles	05.09.2008
2422	10.08	-0.3	Nesta Carter	JAM	10.11.85	Daegu	25.09.2008
2422	10.08	+1.5	Yohan Blake	JAM	26.12.89	Spanish Town	14.03.2009
2422	10.08	+0.5	Mike Rodgers	USA	24.04.85	Rio de Janeiro	17.05.2009
2422	10.08	+1.1	Jeremy Hall	USA	27.01.88	Gainesville	17.05.2009
2422	10.08	-1.0	Mike Rodgers	USA	24.04.85	Uberl&acirc;ndia	20.05.2009
2422	10.08	+1.7	Travis Padgett	USA	13.12.86	Eugene	07.06.2009
2422	10.08	+1.3	Ramil Guliyev	AZE	29.05.90	Istanbul	13.06.2009
2422	10.08	-0.2	Steve Mullings	JAM	29.11.82	Kingston	27.06.2009
2422	10.08	+0.1	Emmanuel Callender	TTO	10.05.84	La Habana	03.07.2009
2422	10.08	+0.1	Lerone Clarke	JAM	02.10.81	La Habana	03.07.2009
2422	10.08	-0.3	Michael Frater	JAM	06.10.82	Oslo	03.07.2009
2422	10.08	-0.1	Travis Padgett	USA	13.12.86	Roma	10.07.2009
2422	10.08	+0.1	Darvis Patton	USA	04.12.77	Monaco	28.07.2009
2422	10.08	-0.7	Richard Thompson	TTO	07.06.85	Berlin	15.08.2009
2422	10.08	-0.4	Darvis Patton	USA	04.12.77	Bruxelles	04.09.2009
2422	10.08	-1.5	Nesta Carter	JAM	10.11.85	Rieti	06.09.2009
2422	10.08	+1.7	Richard Thompson	TTO	07.06.85	Oslo	04.06.2010
2422	10.08	+1.7	Michael Frater	JAM	06.10.82	Oslo	04.06.2010
2422	10.08	+1.3	Martial Mbandjock	FRA	14.10.85	Valence	09.07.2010
2422	10.08	+0.9	Nesta Carter	JAM	10.11.85	Nuoro	14.07.2010
2422	10.08	+0.7	Daniel Bailey	ANT	09.09.86	Mayag&uuml;ez	25.07.2010
2422	10.08	+1.9	Ben Youssef Meit&eacute;	CIV	11.11.86	Nairobi	29.07.2010
2422	10.08	-0.3	Walter Dix	USA	31.01.86	London	13.08.2010
2422	10.08	+0.6	Christophe Lemaitre	FRA	11.06.90	Bondoufle	22.05.2011
2422	10.08	-0.2	Daniel Bailey	ANT	09.09.86	Ostrava	31.05.2011
